original_path,sha256,linked_source_id,research_material_id,immutable_url,storage
originals/SRC-3FFDDD1943.pdf,b67a40d2661f1ec436a712e9e22809b8c7576b19e4d6c30026a95c5c7bfe7e17,SRC-3FFDDD1943,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-3FFDDD1943.pdf,Git LFS in ThesisBibliography
originals/SRC-4000D2B40A.pdf,f935d66d43474fd3ac56eb6a686b8d3db907a56a238aa500abe9bd3fd839b5d1,SRC-4000D2B40A,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-4000D2B40A.pdf,Git LFS in ThesisBibliography
originals/SRC-405E00D8AB.pdf,19986913e8b98a26a2377fe5e3a227436a899b1eac7085064ff51e11432ec7dc,SRC-405E00D8AB,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-405E00D8AB.pdf,Git LFS in ThesisBibliography
originals/SRC-41B78C510C.pdf,112ee351c00ae7cc278db95d1af8a91b2c4f107b882b78a4f7117718b984a8ba,SRC-41B78C510C,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-41B78C510C.pdf,Git LFS in ThesisBibliography
originals/SRC-44678B246F.pdf,ea976dd1d020e4f7c67446f817d96a4ce277dc64a58bbda86519b7e91e0bc055,SRC-44678B246F,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-44678B246F.pdf,Git LFS in ThesisBibliography
originals/SRC-46FEEF96C2.pdf,93159a380e2920785ab6b0dffb1169c71b1fdd4a9fc39581a6349aa6acc5adaf,SRC-46FEEF96C2,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-46FEEF96C2.pdf,Git LFS in ThesisBibliography
originals/SRC-47085E14BA.pdf,887451dbcf76f95624f3138d9930b8f22fe2461fc10c0f1851f905f1912a225b,SRC-47085E14BA,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-47085E14BA.pdf,Git LFS in ThesisBibliography
originals/SRC-47D94CB6FD.pdf,e7eb96bd165a77517a827dbaefa44490c4fb09b0358a4ba44b4f1fef87f04fef,SRC-47D94CB6FD,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-47D94CB6FD.pdf,Git LFS in ThesisBibliography
originals/SRC-486FAE4C93.pdf,7576edb531d9848825814ee88e28b1795d3a84b435b4b797d3670eafdc4a89f1,SRC-486FAE4C93,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-486FAE4C93.pdf,Git LFS in ThesisBibliography
originals/SRC-4980879DA9.pdf,d587da5c33fbe49f470a9718f97751341663fe7ec3ff47723103de57a0c32b1b,SRC-4980879DA9,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-4980879DA9.pdf,Git LFS in ThesisBibliography
originals/SRC-49CA580DE9.pdf,491425764632b45b2b9a3a16bfead8684460d68d7e34c39cc8c5e12c07a70e9b,SRC-49CA580DE9,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-49CA580DE9.pdf,Git LFS in ThesisBibliography
originals/SRC-4AEA7D1404.pdf,4aea7d14047b28408f07ab7c2a39a9eacec48e8cfbe227a2b9655b5cf48fc5fc,SRC-4AEA7D1404,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-4AEA7D1404.pdf,Git LFS in ThesisBibliography
originals/SRC-4B456A9363.pdf,f6f6dcaaed0ec6085dd8463bfbe83d7fd500134fd25a26da9731cd71746b2a43,SRC-4B456A9363,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-4B456A9363.pdf,Git LFS in ThesisBibliography
originals/SRC-4D2B7DDC38.pdf,59aee9090c4a53866e8d954b2d6ce6e88f6268efa39f9624a82a8ec0bea02786,SRC-4D2B7DDC38,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-4D2B7DDC38.pdf,Git LFS in ThesisBibliography
originals/SRC-4E5300CD15.pdf,22af89b2a8f993a7c6df97e506c0ed857c74fd4c02f1465fcff33901cab50572,SRC-4E5300CD15,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-4E5300CD15.pdf,Git LFS in ThesisBibliography
originals/SRC-50C47991CC.pdf,8a0f44eaa4a529634597c23debddd6843a0b76862e927d9245f6e977cd9556ed,SRC-50C47991CC,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-50C47991CC.pdf,Git LFS in ThesisBibliography
originals/SRC-50C47A7AF2.pdf,de24d761fd972e8bfcb43d07a8a1d7defe89b6ceb31fc20a705acf3a505e3b1a,SRC-50C47A7AF2,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-50C47A7AF2.pdf,Git LFS in ThesisBibliography
originals/SRC-51BB211341.pdf,fab5003fb3c4e260b00fc962eb28021e0abc9aefd962c39d8dc6f5599bbe204c,SRC-51BB211341,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-51BB211341.pdf,Git LFS in ThesisBibliography
originals/SRC-52E62452B8.pdf,237429248dbf6d860588c5c8eb55ebdea8d89ad2c6e38e82edb5f8aaa4f2144a,SRC-52E62452B8,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-52E62452B8.pdf,Git LFS in ThesisBibliography
originals/SRC-54E00B5A43.pdf,fefaa7bb463b129f9d804c0579b983f73fa2199dfc70f32fc092f6374e9d9baa,SRC-54E00B5A43,,https://github.com/MariosGiannakaras/ThesisBibliography/blob/c999dbe272baa081d3666254655aeeec17549c1f/originals/SRC-54E00B5A43.pdf,Git LFS in ThesisBibliography
