agent_id,condition_id,layout_id,run_id,nominal_mean,post_change_mean,cumulative_deficit,immediate_degradation
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.25,-13.5,32.0,0.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.0,-22.0,296.0,4.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-12.25,-13.0,20.0,2.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.75,-54.25,409.0,2.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.75,-12.5,40.0,2.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.5,-42.75,475.0,2.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.875,-14.5,34.0,0.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-12.25,-24.5,534.0,2.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-12.375,-13.0,46.0,0.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-12.375,-30.5,360.0,0.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-12.5,-13.0,42.0,4.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.125,-38.0,543.0,0.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.25,-15.0,34.0,0.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-12.625,-22.5,430.0,0.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.125,-13.5,24.0,0.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.375,-18.0,314.0,2.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.75,-11.5,28.0,0.0
c0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.375,-27.75,568.0,2.0
f0,observation-corruption-1of8,final-l01,FINAL-L01-C06,-13.125,-13.0,22.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.25,-41.75,871.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.0,-15.5,52.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.625,-45.75,751.0,2.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.625,-14.0,68.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-14.375,-45.0,785.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.75,-14.5,78.0,2.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-15.625,-44.75,890.0,2.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-15.75,-16.0,84.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.375,-54.25,1027.0,8.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.375,-14.5,54.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.375,-41.5,734.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.375,-16.0,90.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.5,-46.0,556.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.625,-15.0,54.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.375,-55.25,770.0,8.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.25,-18.5,70.0,2.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.75,-49.0,859.0,6.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.75,-14.0,58.0,2.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.625,-47.25,884.0,10.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.75,-15.5,78.0,2.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.125,-46.5,520.0,10.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.125,-16.0,82.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.375,-53.25,890.0,22.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.125,-15.5,108.0,20.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.25,-30.5,774.0,4.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.125,-13.5,44.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.875,-38.25,770.0,2.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.0,-16.5,62.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.25,-51.75,1057.0,4.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.875,-13.5,78.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.375,-39.25,861.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.375,-16.5,70.0,2.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.0,-35.0,585.0,4.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.25,-15.0,72.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.875,-42.75,809.0,2.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.5,-15.0,44.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.875,-53.75,967.0,4.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.0,-15.5,84.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.875,-46.0,740.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.125,-15.5,94.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.5,-35.5,728.0,4.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.5,-14.0,64.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.375,-51.5,937.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.5,-17.5,62.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.75,-51.75,1091.0,4.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.25,-15.0,60.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.0,-31.5,680.0,2.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.25,-15.0,70.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.75,-30.5,662.0,2.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.75,-13.5,72.0,2.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.5,-39.75,733.0,2.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.875,-15.0,70.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.25,-37.75,728.0,2.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.375,-14.0,76.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.375,-41.0,781.0,4.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.5,-14.5,56.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.125,-41.0,621.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.25,-15.5,44.0,0.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-12.625,-43.25,687.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.125,-17.0,82.0,4.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.375,-31.0,869.0,8.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.75,-15.0,82.0,8.0
c0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.375,-47.75,719.0,0.0
f0,observation-corruption-1of4,final-l01,FINAL-L01-C07,-13.125,-15.0,76.0,4.0
c0,nominal,final-l02,FINAL-L02-C01,-12.625,-14.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.75,-14.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.375,-13.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.625,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.5,-13.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.375,-12.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-14.375,-13.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-14.5,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.375,-12.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.5,-12.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.0,-15.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.875,-15.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.625,-13.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.375,-13.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.75,-15.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.875,-15.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.875,-12.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.875,-12.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.75,-14.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.375,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.625,-12.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.375,-12.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.625,-14.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.25,-14.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.875,-13.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.125,-13.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.0,-12.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.5,-12.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.375,-11.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.25,-12.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.75,-13.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.25,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.0,-13.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.125,-13.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.25,-14.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.625,-12.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.25,-13.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.5,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.25,-13.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.75,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.125,-13.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.125,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.875,-14.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.875,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.875,-12.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.25,-13.5,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.75,-14.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.75,-14.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.625,-12.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.625,-12.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.125,-13.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.25,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.25,-11.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.5,-11.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.25,-13.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.5,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.125,-14.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.25,-14.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-12.625,-13.5,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-12.875,-13.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.625,-11.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.75,-11.0,0.0,0.0
c0,nominal,final-l02,FINAL-L02-C01,-13.25,-12.0,0.0,0.0
f0,nominal,final-l02,FINAL-L02-C01,-13.375,-12.0,0.0,0.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.625,-12.0,110.0,46.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.75,-87.5,2153.0,82.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.375,-13.0,113.0,43.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.625,-54.25,1290.0,36.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.5,-12.5,90.0,42.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.375,-54.75,1358.0,40.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-14.375,-13.0,142.0,46.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-14.5,-51.0,1297.0,35.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.375,-12.5,109.0,45.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.5,-50.75,1343.0,35.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.0,-17.0,109.0,45.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-74.75,1855.0,56.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.625,-12.0,164.0,46.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.375,-56.75,1234.0,48.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.75,-16.0,108.0,32.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-78.0,1836.0,65.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-12.5,122.0,42.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-71.5,1677.0,36.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.75,-14.0,106.0,44.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.375,-55.25,1482.0,39.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.625,-12.0,136.0,48.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.375,-51.0,1299.0,40.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.625,-15.0,121.0,45.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.25,-50.0,1205.0,32.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-20.5,126.0,32.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.125,-83.5,2234.0,79.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.0,-13.5,114.0,42.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.5,-54.75,1332.0,40.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.375,-12.0,100.0,40.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.25,-49.0,1170.0,34.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.75,-15.0,112.0,42.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.25,-63.5,1472.0,56.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.0,-13.0,166.0,46.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.125,-50.5,1254.0,38.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.25,-13.5,133.0,43.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.625,-51.25,1391.0,37.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.25,-12.0,86.0,34.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.5,-64.75,1652.0,43.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.25,-13.5,106.0,44.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.75,-50.25,1201.0,36.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.125,-13.5,108.0,44.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.125,-49.75,1242.0,37.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-12.5,94.0,46.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-53.25,1193.0,37.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-13.0,132.0,42.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.25,-74.25,2038.0,57.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.75,-13.0,108.0,44.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.75,-92.25,2382.0,79.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.625,-11.5,102.0,44.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.625,-67.0,2013.0,82.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.125,-13.0,132.0,48.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.25,-54.5,1332.0,37.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.25,-11.5,120.0,40.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.5,-63.75,1572.0,62.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.25,-13.5,115.0,45.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.5,-58.5,1392.0,40.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.125,-15.0,108.0,46.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.25,-57.0,1221.0,38.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.625,-13.5,108.0,46.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-12.875,-55.75,1491.0,50.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.625,-11.0,107.0,39.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.75,-76.25,1917.0,49.0
c0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.25,-12.5,114.0,48.0
f0,remap-min-in-set,final-l02,FINAL-L02-C02,-13.375,-49.5,1288.0,39.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.625,-13.5,139.0,63.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.75,-86.25,2365.0,79.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.375,-15.5,100.0,46.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.625,-89.25,2470.0,77.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.5,-12.5,140.0,40.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.375,-92.0,2531.0,81.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-14.375,-14.5,128.0,58.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-14.5,-92.5,2465.0,79.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.375,-12.5,116.0,58.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.5,-92.5,2421.0,77.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.0,-20.0,129.0,53.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-88.5,2406.0,78.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.625,-13.0,159.0,48.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.375,-90.25,2439.0,75.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.75,-14.5,95.0,55.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-83.75,2356.0,72.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-12.5,178.0,38.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-87.5,2370.0,70.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.75,-15.5,100.0,44.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.375,-90.0,2476.0,77.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.625,-12.0,143.0,57.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.375,-92.75,2441.0,71.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.625,-13.0,112.0,52.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.25,-90.0,2444.0,72.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-14.0,104.0,54.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.125,-86.5,2401.0,74.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.0,-12.5,167.0,52.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.5,-88.25,2366.0,70.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.375,-19.0,210.0,52.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.25,-92.5,2508.0,73.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.75,-14.0,88.0,40.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.25,-87.75,2398.0,73.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.0,-15.0,188.0,54.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.125,-87.0,2478.0,78.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.25,-14.0,147.0,55.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.625,-88.25,2400.0,83.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.25,-13.5,104.0,38.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.5,-88.25,2388.0,74.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.25,-14.5,96.0,54.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.75,-93.0,2452.0,72.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.125,-14.0,116.0,50.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.125,-90.75,2448.0,78.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-17.5,106.0,48.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-89.75,2421.0,76.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-12.0,110.0,58.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.25,-89.0,2407.0,76.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.75,-14.0,70.0,46.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.75,-88.25,2415.0,75.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.625,-12.5,104.0,36.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.625,-89.5,2392.0,76.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.125,-17.5,142.0,58.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.25,-89.0,2464.0,83.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.25,-12.0,94.0,44.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.5,-88.25,2409.0,70.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.25,-14.5,118.0,56.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.5,-90.5,2452.0,80.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.125,-14.5,90.0,50.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.25,-89.5,2450.0,77.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.625,-13.5,157.0,34.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-12.875,-92.5,2434.0,78.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.625,-13.5,137.0,55.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.75,-91.0,2439.0,70.0
c0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.25,-13.0,112.0,52.0
f0,remap-max-out-of-set,final-l02,FINAL-L02-C03,-13.375,-93.0,2454.0,81.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.625,-16.25,81.0,2.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.75,-16.5,70.0,2.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.375,-13.75,62.0,3.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.625,-13.75,56.0,3.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-13.5,-13.75,73.0,2.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-13.375,-13.75,63.0,2.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-14.375,-15.75,65.0,2.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-14.5,-16.25,57.0,0.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.375,-13.75,70.0,6.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.5,-13.25,63.0,2.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-13.0,-18.0,77.0,2.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.875,-18.0,70.0,0.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.625,-15.25,76.0,1.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.375,-15.25,55.0,1.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.75,-17.0,59.0,1.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.875,-16.5,61.0,1.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.875,-13.5,68.0,2.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.875,-13.0,47.0,0.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.75,-16.0,78.0,0.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.375,-14.0,63.0,0.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-13.625,-14.25,73.0,0.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-13.375,-13.25,64.0,0.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.625,-16.75,89.0,0.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.25,-16.25,74.0,0.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-12.875,-15.25,60.0,1.0
f0,action-failure-1of8,final-l02,FINAL-L02-C04,-13.125,-14.75,51.0,1.0
c0,action-failure-1of8,final-l02,FINAL-L02-C04,-13.0,-14.0,102.0,4.0
