method_id,root_id,condition_id,condition_family,primary_recovery_axis,window_index,window_start,window_end,nominal_value,disturbed_value,directed_gap,within_tolerance
dqn,t527-final-r11,action-failure-0.15,action-failure,False,7,225,256,-0.06562500000000002,-0.06562500000000002,0.0,True
dqn,t527-final-r11,action-remap-cycle-clockwise,action-remap,True,0,1,32,-0.06562500000000002,-0.21015625,0.14453124999999997,False
dqn,t527-final-r11,action-remap-cycle-clockwise,action-remap,True,1,33,64,-0.05078125000000002,-0.22656249999999997,0.17578124999999994,False
dqn,t527-final-r11,action-remap-cycle-clockwise,action-remap,True,2,65,96,-0.06562500000000002,-0.24765625,0.18203124999999998,False
dqn,t527-final-r11,action-remap-cycle-clockwise,action-remap,True,3,97,128,-0.05312500000000002,-0.23828125,0.18515624999999997,False
dqn,t527-final-r11,action-remap-cycle-clockwise,action-remap,True,4,129,160,-0.04843750000000002,-0.22187499999999993,0.1734374999999999,False
dqn,t527-final-r11,action-remap-cycle-clockwise,action-remap,True,5,161,192,-0.06796875000000002,-0.24296875,0.175,False
dqn,t527-final-r11,action-remap-cycle-clockwise,action-remap,True,6,193,224,-0.053125000000000026,-0.19140624999999994,0.1382812499999999,False
dqn,t527-final-r11,action-remap-cycle-clockwise,action-remap,True,7,225,256,-0.06562500000000002,-0.1984375,0.13281249999999997,False
dqn,t527-final-r11,action-remap-swap-right-down,action-remap,True,0,1,32,-0.06562500000000002,-0.17500000000000002,0.109375,False
dqn,t527-final-r11,action-remap-swap-right-down,action-remap,True,1,33,64,-0.05078125000000002,-0.14921874999999996,0.09843749999999993,True
dqn,t527-final-r11,action-remap-swap-right-down,action-remap,True,2,65,96,-0.06562500000000002,-0.10234375000000004,0.03671875000000002,True
dqn,t527-final-r11,action-remap-swap-right-down,action-remap,True,3,97,128,-0.05312500000000002,-0.17265625,0.11953124999999999,False
dqn,t527-final-r11,action-remap-swap-right-down,action-remap,True,4,129,160,-0.04843750000000002,-0.14218749999999997,0.09374999999999994,True
dqn,t527-final-r11,action-remap-swap-right-down,action-remap,True,5,161,192,-0.06796875000000002,-0.10000000000000005,0.032031250000000025,True
dqn,t527-final-r11,action-remap-swap-right-down,action-remap,True,6,193,224,-0.053125000000000026,-0.15859375,0.10546874999999997,False
dqn,t527-final-r11,action-remap-swap-right-down,action-remap,True,7,225,256,-0.06562500000000002,-0.15625,0.09062499999999998,True
dqn,t527-final-r11,observation-corruption-0.05,observation-corruption,False,0,1,32,-0.06562500000000002,-0.06562500000000002,0.0,True
dqn,t527-final-r11,observation-corruption-0.05,observation-corruption,False,1,33,64,-0.05078125000000002,-0.05312500000000002,0.0023437499999999986,True
dqn,t527-final-r11,observation-corruption-0.05,observation-corruption,False,2,65,96,-0.06562500000000002,-0.06562500000000002,0.0,True
dqn,t527-final-r11,observation-corruption-0.05,observation-corruption,False,3,97,128,-0.05312500000000002,-0.05312500000000002,0.0,True
dqn,t527-final-r11,observation-corruption-0.05,observation-corruption,False,4,129,160,-0.04843750000000002,-0.06562500000000002,0.017187499999999994,True
dqn,t527-final-r11,observation-corruption-0.05,observation-corruption,False,5,161,192,-0.06796875000000002,-0.05312500000000002,-0.014843750000000003,True
dqn,t527-final-r11,observation-corruption-0.05,observation-corruption,False,6,193,224,-0.053125000000000026,-0.07265625000000003,0.019531250000000007,True
dqn,t527-final-r11,observation-corruption-0.05,observation-corruption,False,7,225,256,-0.06562500000000002,-0.04843750000000002,-0.017187499999999994,True
dqn,t527-final-r12,action-failure-0.15,action-failure,False,0,1,32,-0.033593750000000006,-0.033593750000000026,2.0816681711721685e-17,True
dqn,t527-final-r12,action-failure-0.15,action-failure,False,1,33,64,0.003125000000000001,-0.031249999999999993,0.034374999999999996,True
dqn,t527-final-r12,action-failure-0.15,action-failure,False,2,65,96,-0.03359374999999999,-0.031249999999999993,-0.0023437499999999986,True
dqn,t527-final-r12,action-failure-0.15,action-failure,False,3,97,128,0.003125000000000008,-0.014062499999999993,0.0171875,True
dqn,t527-final-r12,action-failure-0.15,action-failure,False,4,129,160,-0.031249999999999993,-0.033593750000000026,0.0023437500000000333,True
dqn,t527-final-r12,action-failure-0.15,action-failure,False,5,161,192,0.0007812500000000042,-0.03125,0.032031250000000004,True
dqn,t527-final-r12,action-failure-0.15,action-failure,False,6,193,224,-0.033593750000000006,-0.03593750000000001,0.0023437500000000056,True
dqn,t527-final-r12,action-failure-0.15,action-failure,False,7,225,256,-0.031249999999999993,-0.014062500000000006,-0.017187499999999988,True
dqn,t527-final-r12,action-remap-cycle-clockwise,action-remap,True,0,1,32,-0.033593750000000006,-0.23125,0.19765625,False
dqn,t527-final-r12,action-remap-cycle-clockwise,action-remap,True,1,33,64,0.003125000000000001,-0.23593749999999997,0.23906249999999996,False
dqn,t527-final-r12,action-remap-cycle-clockwise,action-remap,True,2,65,96,-0.03359374999999999,-0.23359375,0.2,False
dqn,t527-final-r12,action-remap-cycle-clockwise,action-remap,True,3,97,128,0.003125000000000008,-0.23593750000000002,0.23906250000000004,False
dqn,t527-final-r12,action-remap-cycle-clockwise,action-remap,True,4,129,160,-0.031249999999999993,-0.22656249999999994,0.19531249999999994,False
dqn,t527-final-r12,action-remap-cycle-clockwise,action-remap,True,5,161,192,0.0007812500000000042,-0.1609375,0.16171875000000002,False
dqn,t527-final-r12,action-remap-cycle-clockwise,action-remap,True,6,193,224,-0.033593750000000006,-0.2265625,0.19296875,False
dqn,t527-final-r12,action-remap-cycle-clockwise,action-remap,True,7,225,256,-0.031249999999999993,-0.22890625,0.19765625,False
dqn,t527-final-r12,action-remap-swap-right-down,action-remap,True,0,1,32,-0.033593750000000006,-0.17265625,0.1390625,False
dqn,t527-final-r12,action-remap-swap-right-down,action-remap,True,1,33,64,0.003125000000000001,-0.17031250000000003,0.17343750000000002,False
dqn,t527-final-r12,action-remap-swap-right-down,action-remap,True,2,65,96,-0.03359374999999999,-0.16562499999999994,0.13203124999999993,False
dqn,t527-final-r12,action-remap-swap-right-down,action-remap,True,3,97,128,0.003125000000000008,-0.146875,0.15000000000000002,False
dqn,t527-final-r12,action-remap-swap-right-down,action-remap,True,4,129,160,-0.031249999999999993,-0.13750000000000004,0.10625000000000004,False
dqn,t527-final-r12,action-remap-swap-right-down,action-remap,True,5,161,192,0.0007812500000000042,-0.16796875,0.16875,False
dqn,t527-final-r12,action-remap-swap-right-down,action-remap,True,6,193,224,-0.033593750000000006,-0.1609375,0.12734375,False
dqn,t527-final-r12,action-remap-swap-right-down,action-remap,True,7,225,256,-0.031249999999999993,-0.16562500000000002,0.13437500000000002,False
dqn,t527-final-r12,observation-corruption-0.05,observation-corruption,False,0,1,32,-0.033593750000000006,-0.033593750000000006,0.0,True
dqn,t527-final-r12,observation-corruption-0.05,observation-corruption,False,1,33,64,0.003125000000000001,0.003125000000000001,0.0,True
dqn,t527-final-r12,observation-corruption-0.05,observation-corruption,False,2,65,96,-0.03359374999999999,-0.03359374999999999,0.0,True
dqn,t527-final-r12,observation-corruption-0.05,observation-corruption,False,3,97,128,0.003125000000000008,0.003125000000000008,0.0,True
dqn,t527-final-r12,observation-corruption-0.05,observation-corruption,False,4,129,160,-0.031249999999999993,-0.031249999999999993,0.0,True
dqn,t527-final-r12,observation-corruption-0.05,observation-corruption,False,5,161,192,0.0007812500000000042,-0.04296875,0.043750000000000004,True
dqn,t527-final-r12,observation-corruption-0.05,observation-corruption,False,6,193,224,-0.033593750000000006,-0.0015624999999999905,-0.03203125000000002,True
dqn,t527-final-r12,observation-corruption-0.05,observation-corruption,False,7,225,256,-0.031249999999999993,-0.03593750000000002,0.004687500000000025,True
dyna_q_plus,t527-final-r01,action-failure-0.15,action-failure,False,0,1,32,-0.033593750000000006,-0.06562500000000004,0.03203125000000004,True
dyna_q_plus,t527-final-r01,action-failure-0.15,action-failure,False,1,33,64,-0.016406249999999997,-0.04296875,0.026562500000000003,True
dyna_q_plus,t527-final-r01,action-failure-0.15,action-failure,False,2,65,96,-0.018750000000000006,-0.0039062499999999944,-0.014843750000000011,True
dyna_q_plus,t527-final-r01,action-failure-0.15,action-failure,False,3,97,128,-0.031249999999999993,-0.03593750000000002,0.004687500000000025,True
dyna_q_plus,t527-final-r01,action-failure-0.15,action-failure,False,4,129,160,0.0031250000000000015,-0.05312500000000003,0.056250000000000036,True
dyna_q_plus,t527-final-r01,action-failure-0.15,action-failure,False,5,161,192,-0.040625000000000036,-0.031249999999999993,-0.009375000000000043,True
dyna_q_plus,t527-final-r01,action-failure-0.15,action-failure,False,6,193,224,-0.0359375,-0.03125,-0.004687499999999997,True
dyna_q_plus,t527-final-r01,action-failure-0.15,action-failure,False,7,225,256,0.0007812500000000089,-0.031249999999999993,0.032031250000000004,True
dyna_q_plus,t527-final-r01,action-remap-cycle-clockwise,action-remap,True,0,1,32,-0.033593750000000006,-0.16562499999999997,0.13203124999999996,False
dyna_q_plus,t527-final-r01,action-remap-cycle-clockwise,action-remap,True,1,33,64,-0.016406249999999997,-0.1375,0.12109375000000001,False
dyna_q_plus,t527-final-r01,action-remap-cycle-clockwise,action-remap,True,2,65,96,-0.018750000000000006,-0.13281250000000006,0.11406250000000005,False
dyna_q_plus,t527-final-r01,action-remap-cycle-clockwise,action-remap,True,3,97,128,-0.031249999999999993,-0.1421875,0.1109375,False
dyna_q_plus,t527-final-r01,action-remap-cycle-clockwise,action-remap,True,4,129,160,0.0031250000000000015,-0.14687499999999998,0.14999999999999997,False
dyna_q_plus,t527-final-r01,action-remap-cycle-clockwise,action-remap,True,5,161,192,-0.040625000000000036,-0.1296875,0.08906249999999998,True
dyna_q_plus,t527-final-r01,action-remap-cycle-clockwise,action-remap,True,6,193,224,-0.0359375,-0.12734375000000003,0.09140625000000004,True
dyna_q_plus,t527-final-r01,action-remap-cycle-clockwise,action-remap,True,7,225,256,0.0007812500000000089,-0.05703125000000003,0.057812500000000044,True
dyna_q_plus,t527-final-r01,action-remap-swap-right-down,action-remap,True,0,1,32,-0.033593750000000006,-0.10937500000000006,0.07578125000000005,True
dyna_q_plus,t527-final-r01,action-remap-swap-right-down,action-remap,True,1,33,64,-0.016406249999999997,-0.11171875000000005,0.09531250000000005,True
dyna_q_plus,t527-final-r01,action-remap-swap-right-down,action-remap,True,2,65,96,-0.018750000000000006,-0.14687500000000003,0.12812500000000002,False
dyna_q_plus,t527-final-r01,action-remap-swap-right-down,action-remap,True,3,97,128,-0.031249999999999993,-0.14453124999999994,0.11328124999999994,False
dyna_q_plus,t527-final-r01,action-remap-swap-right-down,action-remap,True,4,129,160,0.0031250000000000015,-0.16328124999999993,0.16640624999999992,False
dyna_q_plus,t527-final-r01,action-remap-swap-right-down,action-remap,True,5,161,192,-0.040625000000000036,-0.14453125000000006,0.10390625000000002,False
dyna_q_plus,t527-final-r01,action-remap-swap-right-down,action-remap,True,6,193,224,-0.0359375,-0.11171875000000006,0.07578125000000006,True
dyna_q_plus,t527-final-r01,action-remap-swap-right-down,action-remap,True,7,225,256,0.0007812500000000089,-0.13046875000000002,0.13125000000000003,False
dyna_q_plus,t527-final-r01,observation-corruption-0.05,observation-corruption,False,0,1,32,-0.033593750000000006,-0.03593750000000001,0.0023437500000000056,True
dyna_q_plus,t527-final-r01,observation-corruption-0.05,observation-corruption,False,1,33,64,-0.016406249999999997,-0.04062500000000001,0.02421875000000001,True
dyna_q_plus,t527-final-r01,observation-corruption-0.05,observation-corruption,False,2,65,96,-0.018750000000000006,-0.021093749999999994,0.002343749999999988,True
dyna_q_plus,t527-final-r01,observation-corruption-0.05,observation-corruption,False,3,97,128,-0.031249999999999993,-0.0234375,-0.007812499999999993,True
dyna_q_plus,t527-final-r01,observation-corruption-0.05,observation-corruption,False,4,129,160,0.0031250000000000015,-0.014062499999999992,0.017187499999999994,True
dyna_q_plus,t527-final-r01,observation-corruption-0.05,observation-corruption,False,5,161,192,-0.040625000000000036,-0.01640625000000001,-0.024218750000000025,True
dyna_q_plus,t527-final-r01,observation-corruption-0.05,observation-corruption,False,6,193,224,-0.0359375,-0.03828125,0.0023437500000000056,True
dyna_q_plus,t527-final-r01,observation-corruption-0.05,observation-corruption,False,7,225,256,0.0007812500000000089,0.003125000000000005,-0.002343749999999996,True
dyna_q_plus,t527-final-r02,action-failure-0.15,action-failure,False,0,1,32,-0.03359375,-0.04843750000000001,0.01484375000000001,True
dyna_q_plus,t527-final-r02,action-failure-0.15,action-failure,False,1,33,64,-0.04296875000000001,-0.04062500000000001,-0.0023437499999999986,True
dyna_q_plus,t527-final-r02,action-failure-0.15,action-failure,False,2,65,96,0.0031250000000000045,-0.033593750000000006,0.03671875000000001,True
dyna_q_plus,t527-final-r02,action-failure-0.15,action-failure,False,3,97,128,-0.03828125,-0.033593750000000006,-0.004687499999999997,True
dyna_q_plus,t527-final-r02,action-failure-0.15,action-failure,False,4,129,160,-0.0015624999999999931,-0.033593750000000006,0.03203125000000001,True
dyna_q_plus,t527-final-r02,action-failure-0.15,action-failure,False,5,161,192,-0.031249999999999993,-0.033593750000000006,0.0023437500000000125,True
dyna_q_plus,t527-final-r02,action-failure-0.15,action-failure,False,6,193,224,-0.0359375,-0.04062500000000002,0.004687500000000025,True
dyna_q_plus,t527-final-r02,action-failure-0.15,action-failure,False,7,225,256,0.0031250000000000062,-0.031249999999999993,0.034375,True
dyna_q_plus,t527-final-r02,action-remap-cycle-clockwise,action-remap,True,0,1,32,-0.03359375,-0.16328125,0.12968749999999998,False
dyna_q_plus,t527-final-r02,action-remap-cycle-clockwise,action-remap,True,1,33,64,-0.04296875000000001,-0.13515625,0.0921875,True
dyna_q_plus,t527-final-r02,action-remap-cycle-clockwise,action-remap,True,2,65,96,0.0031250000000000045,-0.15781249999999997,0.16093749999999998,False
dyna_q_plus,t527-final-r02,action-remap-cycle-clockwise,action-remap,True,3,97,128,-0.03828125,-0.13203125000000002,0.09375000000000001,True
dyna_q_plus,t527-final-r02,action-remap-cycle-clockwise,action-remap,True,4,129,160,-0.0015624999999999931,-0.09374999999999999,0.09218749999999999,True
dyna_q_plus,t527-final-r02,action-remap-cycle-clockwise,action-remap,True,5,161,192,-0.031249999999999993,-0.10625000000000001,0.07500000000000001,True
dyna_q_plus,t527-final-r02,action-remap-cycle-clockwise,action-remap,True,6,193,224,-0.0359375,-0.09375,0.0578125,True
dyna_q_plus,t527-final-r02,action-remap-cycle-clockwise,action-remap,True,7,225,256,0.0031250000000000062,-0.10859375000000004,0.11171875000000005,False
dyna_q_plus,t527-final-r02,action-remap-swap-right-down,action-remap,True,0,1,32,-0.03359375,-0.12578125000000004,0.09218750000000003,True
dyna_q_plus,t527-final-r02,action-remap-swap-right-down,action-remap,True,1,33,64,-0.04296875000000001,-0.12109375000000004,0.07812500000000003,True
dyna_q_plus,t527-final-r02,action-remap-swap-right-down,action-remap,True,2,65,96,0.0031250000000000045,-0.11171875000000005,0.11484375000000005,False
dyna_q_plus,t527-final-r02,action-remap-swap-right-down,action-remap,True,3,97,128,-0.03828125,-0.1328125,0.09453125,True
dyna_q_plus,t527-final-r02,action-remap-swap-right-down,action-remap,True,4,129,160,-0.0015624999999999931,-0.11640625000000004,0.11484375000000005,False
dyna_q_plus,t527-final-r02,action-remap-swap-right-down,action-remap,True,5,161,192,-0.031249999999999993,-0.14921875,0.11796875000000001,False
dyna_q_plus,t527-final-r02,action-remap-swap-right-down,action-remap,True,6,193,224,-0.0359375,-0.12343750000000003,0.08750000000000004,True
dyna_q_plus,t527-final-r02,action-remap-swap-right-down,action-remap,True,7,225,256,0.0031250000000000062,-0.12812500000000004,0.13125000000000006,False
dyna_q_plus,t527-final-r02,observation-corruption-0.05,observation-corruption,False,0,1,32,-0.03359375,-0.035937500000000004,0.0023437500000000056,True
dyna_q_plus,t527-final-r02,observation-corruption-0.05,observation-corruption,False,1,33,64,-0.04296875000000001,-0.03828125000000001,-0.004687499999999997,True
dyna_q_plus,t527-final-r02,observation-corruption-0.05,observation-corruption,False,2,65,96,0.0031250000000000045,-0.014062499999999995,0.0171875,True
dyna_q_plus,t527-final-r02,observation-corruption-0.05,observation-corruption,False,3,97,128,-0.03828125,-0.035937500000000004,-0.0023437499999999986,True
dyna_q_plus,t527-final-r02,observation-corruption-0.05,observation-corruption,False,4,129,160,-0.0015624999999999931,-0.018749999999999996,0.0171875,True
dyna_q_plus,t527-final-r02,observation-corruption-0.05,observation-corruption,False,5,161,192,-0.031249999999999993,-0.018749999999999996,-0.012499999999999997,True
dyna_q_plus,t527-final-r02,observation-corruption-0.05,observation-corruption,False,6,193,224,-0.0359375,-0.03828125000000002,0.0023437500000000194,True
dyna_q_plus,t527-final-r02,observation-corruption-0.05,observation-corruption,False,7,225,256,0.0031250000000000062,-0.03125000000000001,0.03437500000000002,True
dyna_q_plus,t527-final-r03,action-failure-0.15,action-failure,False,0,1,32,-0.04296875000000003,-0.05781250000000003,0.014843750000000003,True
dyna_q_plus,t527-final-r03,action-failure-0.15,action-failure,False,1,33,64,-0.021093750000000005,-0.033593750000000006,0.0125,True
dyna_q_plus,t527-final-r03,action-failure-0.15,action-failure,False,2,65,96,-0.0359375,-0.050781250000000014,0.014843750000000017,True
dyna_q_plus,t527-final-r03,action-failure-0.15,action-failure,False,3,97,128,-0.014062499999999995,-0.021093749999999994,0.007031249999999999,True
dyna_q_plus,t527-final-r03,action-failure-0.15,action-failure,False,4,129,160,0.003125000000000007,-0.031249999999999993,0.034375,True
dyna_q_plus,t527-final-r03,action-failure-0.15,action-failure,False,5,161,192,-0.016406250000000008,-0.03359374999999999,0.017187499999999984,True
dyna_q_plus,t527-final-r03,action-failure-0.15,action-failure,False,6,193,224,-0.0359375,-0.014062499999999993,-0.021875000000000006,True
dyna_q_plus,t527-final-r03,action-failure-0.15,action-failure,False,7,225,256,-0.016406249999999997,-0.01640625000000001,1.3877787807814457e-17,True
dyna_q_plus,t527-final-r03,action-remap-cycle-clockwise,action-remap,True,0,1,32,-0.04296875000000003,-0.17734374999999997,0.13437499999999994,False
dyna_q_plus,t527-final-r03,action-remap-cycle-clockwise,action-remap,True,1,33,64,-0.021093750000000005,-0.16093749999999998,0.13984375,False
dyna_q_plus,t527-final-r03,action-remap-cycle-clockwise,action-remap,True,2,65,96,-0.0359375,-0.15078124999999998,0.11484374999999998,False
dyna_q_plus,t527-final-r03,action-remap-cycle-clockwise,action-remap,True,3,97,128,-0.014062499999999995,-0.13671875000000003,0.12265625000000004,False
dyna_q_plus,t527-final-r03,action-remap-cycle-clockwise,action-remap,True,4,129,160,0.003125000000000007,-0.09140625,0.09453125,True
dyna_q_plus,t527-final-r03,action-remap-cycle-clockwise,action-remap,True,5,161,192,-0.016406250000000008,-0.1296875,0.11328125,False
dyna_q_plus,t527-final-r03,action-remap-cycle-clockwise,action-remap,True,6,193,224,-0.0359375,-0.09140625000000004,0.05546875000000004,True
dyna_q_plus,t527-final-r03,action-remap-cycle-clockwise,action-remap,True,7,225,256,-0.016406249999999997,-0.10781250000000003,0.09140625000000004,True
dyna_q_plus,t527-final-r03,action-remap-swap-right-down,action-remap,True,0,1,32,-0.04296875000000003,-0.14921874999999998,0.10624999999999996,False
dyna_q_plus,t527-final-r03,action-remap-swap-right-down,action-remap,True,1,33,64,-0.021093750000000005,-0.12812500000000002,0.10703125000000001,False
dyna_q_plus,t527-final-r03,action-remap-swap-right-down,action-remap,True,2,65,96,-0.0359375,-0.11406250000000005,0.07812500000000006,True
dyna_q_plus,t527-final-r03,action-remap-swap-right-down,action-remap,True,3,97,128,-0.014062499999999995,-0.128125,0.1140625,False
dyna_q_plus,t527-final-r03,action-remap-swap-right-down,action-remap,True,4,129,160,0.003125000000000007,-0.13046875000000002,0.13359375000000004,False
dyna_q_plus,t527-final-r03,action-remap-swap-right-down,action-remap,True,5,161,192,-0.016406250000000008,-0.14687499999999998,0.13046874999999997,False
dyna_q_plus,t527-final-r03,action-remap-swap-right-down,action-remap,True,6,193,224,-0.0359375,-0.13515625,0.09921875000000001,True
dyna_q_plus,t527-final-r03,action-remap-swap-right-down,action-remap,True,7,225,256,-0.016406249999999997,-0.12343750000000003,0.10703125000000004,False
dyna_q_plus,t527-final-r03,observation-corruption-0.05,observation-corruption,False,0,1,32,-0.04296875000000003,-0.04531250000000004,0.0023437500000000125,True
dyna_q_plus,t527-final-r03,observation-corruption-0.05,observation-corruption,False,1,33,64,-0.021093750000000005,-0.03828125000000002,0.017187500000000012,True
dyna_q_plus,t527-final-r03,observation-corruption-0.05,observation-corruption,False,2,65,96,-0.0359375,-0.0359375,0.0,True
dyna_q_plus,t527-final-r03,observation-corruption-0.05,observation-corruption,False,3,97,128,-0.014062499999999995,-0.0234375,0.009375000000000005,True
dyna_q_plus,t527-final-r03,observation-corruption-0.05,observation-corruption,False,4,129,160,0.003125000000000007,-0.01640624999999999,0.019531249999999997,True
dyna_q_plus,t527-final-r03,observation-corruption-0.05,observation-corruption,False,5,161,192,-0.016406250000000008,-0.023437500000000003,0.007031249999999996,True
dyna_q_plus,t527-final-r03,observation-corruption-0.05,observation-corruption,False,6,193,224,-0.0359375,-0.021093749999999998,-0.01484375,True
dyna_q_plus,t527-final-r03,observation-corruption-0.05,observation-corruption,False,7,225,256,-0.016406249999999997,-0.045312500000000026,0.02890625000000003,True
dyna_q_plus,t527-final-r04,action-failure-0.15,action-failure,False,0,1,32,-0.03593750000000001,-0.03593750000000004,2.7755575615628914e-17,True
dyna_q_plus,t527-final-r04,action-failure-0.15,action-failure,False,1,33,64,-0.040625,-0.04062500000000004,4.163336342344337e-17,True
dyna_q_plus,t527-final-r04,action-failure-0.15,action-failure,False,2,65,96,-0.016406249999999997,-0.03359375000000003,0.017187500000000036,True
dyna_q_plus,t527-final-r04,action-failure-0.15,action-failure,False,3,97,128,-0.016406249999999997,-0.050781250000000014,0.03437500000000002,True
dyna_q_plus,t527-final-r04,action-failure-0.15,action-failure,False,4,129,160,-0.03359375,-0.0359375,0.0023437499999999986,True
dyna_q_plus,t527-final-r04,action-failure-0.15,action-failure,False,5,161,192,-0.021093749999999988,-0.016406249999999994,-0.004687499999999994,True
dyna_q_plus,t527-final-r04,action-failure-0.15,action-failure,False,6,193,224,-0.018750000000000003,-0.03125000000000001,0.012500000000000004,True
dyna_q_plus,t527-final-r04,action-failure-0.15,action-failure,False,7,225,256,-0.01640624999999999,-0.031250000000000014,0.014843750000000024,True
dyna_q_plus,t527-final-r04,action-remap-cycle-clockwise,action-remap,True,0,1,32,-0.03593750000000001,-0.16093749999999996,0.12499999999999994,False
dyna_q_plus,t527-final-r04,action-remap-cycle-clockwise,action-remap,True,1,33,64,-0.040625,-0.16562499999999997,0.12499999999999997,False
dyna_q_plus,t527-final-r04,action-remap-cycle-clockwise,action-remap,True,2,65,96,-0.016406249999999997,-0.153125,0.13671875,False
dyna_q_plus,t527-final-r04,action-remap-cycle-clockwise,action-remap,True,3,97,128,-0.016406249999999997,-0.11640625000000004,0.10000000000000005,True
dyna_q_plus,t527-final-r04,action-remap-cycle-clockwise,action-remap,True,4,129,160,-0.03359375,-0.10625000000000005,0.07265625000000006,True
dyna_q_plus,t527-final-r04,action-remap-cycle-clockwise,action-remap,True,5,161,192,-0.021093749999999988,-0.11250000000000003,0.09140625000000005,True
dyna_q_plus,t527-final-r04,action-remap-cycle-clockwise,action-remap,True,6,193,224,-0.018750000000000003,-0.11015625000000004,0.09140625000000004,True
dyna_q_plus,t527-final-r04,action-remap-cycle-clockwise,action-remap,True,7,225,256,-0.01640624999999999,-0.09609375000000003,0.07968750000000005,True
dyna_q_plus,t527-final-r04,action-remap-swap-right-down,action-remap,True,0,1,32,-0.03593750000000001,-0.11406250000000007,0.07812500000000006,True
dyna_q_plus,t527-final-r04,action-remap-swap-right-down,action-remap,True,1,33,64,-0.040625,-0.13515625,0.09453125000000001,True
dyna_q_plus,t527-final-r04,action-remap-swap-right-down,action-remap,True,2,65,96,-0.016406249999999997,-0.11875000000000005,0.10234375000000005,False
dyna_q_plus,t527-final-r04,action-remap-swap-right-down,action-remap,True,3,97,128,-0.016406249999999997,-0.12343750000000005,0.10703125000000005,False
dyna_q_plus,t527-final-r04,action-remap-swap-right-down,action-remap,True,4,129,160,-0.03359375,-0.12578125000000004,0.09218750000000003,True
dyna_q_plus,t527-final-r04,action-remap-swap-right-down,action-remap,True,5,161,192,-0.021093749999999988,-0.14921875,0.12812500000000002,False
dyna_q_plus,t527-final-r04,action-remap-swap-right-down,action-remap,True,6,193,224,-0.018750000000000003,-0.11406250000000004,0.09531250000000004,True
dyna_q_plus,t527-final-r04,action-remap-swap-right-down,action-remap,True,7,225,256,-0.01640624999999999,-0.14687499999999998,0.13046875,False
dyna_q_plus,t527-final-r04,observation-corruption-0.05,observation-corruption,False,0,1,32,-0.03593750000000001,-0.033593750000000006,-0.0023437500000000056,True
dyna_q_plus,t527-final-r04,observation-corruption-0.05,observation-corruption,False,1,33,64,-0.040625,-0.035937500000000025,-0.004687499999999976,True
dyna_q_plus,t527-final-r04,observation-corruption-0.05,observation-corruption,False,2,65,96,-0.016406249999999997,-0.035937500000000004,0.019531250000000007,True
dyna_q_plus,t527-final-r04,observation-corruption-0.05,observation-corruption,False,3,97,128,-0.016406249999999997,-0.023437499999999997,0.007031249999999999,True
dyna_q_plus,t527-final-r04,observation-corruption-0.05,observation-corruption,False,4,129,160,-0.03359375,-0.035937500000000004,0.0023437500000000056,True
dyna_q_plus,t527-final-r04,observation-corruption-0.05,observation-corruption,False,5,161,192,-0.021093749999999988,-0.016406249999999994,-0.004687499999999994,True
dyna_q_plus,t527-final-r04,observation-corruption-0.05,observation-corruption,False,6,193,224,-0.018750000000000003,-0.018750000000000006,3.469446951953614e-18,True
dyna_q_plus,t527-final-r04,observation-corruption-0.05,observation-corruption,False,7,225,256,-0.01640624999999999,-0.031249999999999993,0.014843750000000003,True
dyna_q_plus,t527-final-r05,action-failure-0.15,action-failure,False,0,1,32,-0.031249999999999993,-0.031250000000000014,2.0816681711721685e-17,True
dyna_q_plus,t527-final-r05,action-failure-0.15,action-failure,False,1,33,64,0.003125000000000005,-0.033593750000000006,0.03671875000000001,True
dyna_q_plus,t527-final-r05,action-failure-0.15,action-failure,False,2,65,96,-0.03359375,-0.0359375,0.0023437499999999986,True
dyna_q_plus,t527-final-r05,action-failure-0.15,action-failure,False,3,97,128,-0.018749999999999996,-0.040625000000000015,0.02187500000000002,True
dyna_q_plus,t527-final-r05,action-failure-0.15,action-failure,False,4,129,160,-0.018750000000000006,-0.03125,0.012499999999999994,True
dyna_q_plus,t527-final-r05,action-failure-0.15,action-failure,False,5,161,192,-0.035937500000000004,-0.05546875000000001,0.019531250000000007,True
dyna_q_plus,t527-final-r05,action-failure-0.15,action-failure,False,6,193,224,-0.03359375,-0.0359375,0.0023437499999999986,True
dyna_q_plus,t527-final-r05,action-failure-0.15,action-failure,False,7,225,256,-0.023437499999999997,-0.03359374999999999,0.010156249999999995,True
dyna_q_plus,t527-final-r05,action-remap-cycle-clockwise,action-remap,True,0,1,32,-0.031249999999999993,-0.16328125,0.13203125,False
dyna_q_plus,t527-final-r05,action-remap-cycle-clockwise,action-remap,True,1,33,64,0.003125000000000005,-0.14218750000000002,0.14531250000000004,False
dyna_q_plus,t527-final-r05,action-remap-cycle-clockwise,action-remap,True,2,65,96,-0.03359375,-0.12500000000000003,0.09140625000000002,True
dyna_q_plus,t527-final-r05,action-remap-cycle-clockwise,action-remap,True,3,97,128,-0.018749999999999996,-0.13671875000000003,0.11796875000000004,False
dyna_q_plus,t527-final-r05,action-remap-cycle-clockwise,action-remap,True,4,129,160,-0.018750000000000006,-0.10781249999999996,0.08906249999999996,True
dyna_q_plus,t527-final-r05,action-remap-cycle-clockwise,action-remap,True,5,161,192,-0.035937500000000004,-0.12734375000000003,0.09140625000000002,True
